oracion,type1,glosa1,start_time1,end_time1,type2,start_time2,end_time2,tt1_duration,tt1_frames,type3,glosa2,start_time3,end_time3,type4,start_time4,end_time4,tt2_duration,tt2_frames,type5,glosa3,start_time5,end_time5
ABRIR-CORTINA_ORACION_1.eaf,gloss,OSCURO_1,1.855,2.845,transition,2.845,2.865,0.020000000000000018,1,gloss,VER_1,2.865,3.112,transition,3.112,3.112,0.0,0,gloss,NO_1,3.112,3.499
ABRIR-CORTINA_ORACION_1.eaf,gloss,VER_1,2.865,3.112,transition,3.112,3.112,0.0,0,gloss,NO_1,3.112,3.499,transition,3.499,3.509,0.009999999999999787,0,gloss,PERSIANA_1,3.509,4.293
ABRIR-CORTINA_ORACION_1.eaf,gloss,NO_1,3.112,3.499,transition,3.499,3.509,0.009999999999999787,0,gloss,PERSIANA_1,3.509,4.293,transition,4.293,4.303,0.009999999999999787,0,gloss,ABRIR-CORTINA_1,4.303,5.063
ABRIR-CORTINA_ORACION_2.eaf,gloss,YO_1,1.09,1.48,transition,1.48,1.51,0.030000000000000027,1,gloss,JALAR-CORDON_1,1.51,2.03,transition,2.03,2.12,0.0900000000000003,3,gloss,ABRIR-CORTINA_1,2.12,2.72
ABRIR-CORTINA_ORACION_2.eaf,gloss,JALAR-CORDON_1,1.51,2.03,transition,2.03,2.12,0.0900000000000003,3,gloss,ABRIR-CORTINA_1,2.12,2.72,transition,2.72,2.76,0.03999999999999959,1,gloss,LUZ_1 ,2.76,3.81
ABURRIDO_ORACION_1.eaf,gloss,YO_2,0.608,0.991,transition,0.991,0.991,0.0,0,gloss,IR_1,0.991,1.535,transition,1.535,1.535,0.0,0,gloss,TRABAJAR_1,1.535,2.162
ABURRIDO_ORACION_1.eaf,gloss,IR_1,0.991,1.535,transition,1.535,1.535,0.0,0,gloss,TRABAJAR_1,1.535,2.162,transition,2.162,2.167,0.004999999999999893,0,gloss,ABURRIDO_1,2.167,4.067
ABURRIDO_ORACION_2.eaf,gloss,YO_1,0.51,0.94,transition,0.94,0.95,0.010000000000000009,0,gloss,CAMINAR-PERSONA_1,0.95,1.72,transition,1.72,1.79,0.07000000000000006,2,gloss,ABURRIDO_1,1.79,2.52
ABURRIDO_ORACION_2.eaf,gloss,CAMINAR-PERSONA_1,0.95,1.72,transition,1.72,1.79,0.07000000000000006,2,gloss,ABURRIDO_1,1.79,2.52,transition,2.52,2.57,0.04999999999999982,1,gloss,CALOR_2,2.57,3.15
ABURRIDO_ORACION_2.eaf,gloss,ABURRIDO_1,1.79,2.52,transition,2.52,2.57,0.04999999999999982,1,gloss,CALOR_2,2.57,3.15,transition,3.15,3.23,0.08000000000000007,2,gloss,FUERTE_1,3.23,3.79
ABURRIDO_ORACION_2.eaf,gloss,CALOR_2,2.57,3.15,transition,3.15,3.23,0.08000000000000007,2,gloss,FUERTE_1,3.23,3.79,transition,3.79,3.81,0.020000000000000018,1,gloss,ABURRIDO_1,3.81,4.6
ABURRIDO_ORACION_3.eaf,gloss,YO_1,0.721,1.01,transition,1.01,1.01,0.0,0,gloss,IR_1,1.01,1.499,transition,1.499,1.499,0.0,0,gloss,BAILAR_1,1.499,2.024
ABURRIDO_ORACION_3.eaf,gloss,IR_1,1.01,1.499,transition,1.499,1.499,0.0,0,gloss,BAILAR_1,1.499,2.024,transition,2.024,2.024,0.0,0,gloss,YO_1,2.024,2.288
ABURRIDO_ORACION_3.eaf,gloss,BAILAR_1,1.499,2.024,transition,2.024,2.024,0.0,0,gloss,YO_1,2.024,2.288,transition,2.288,2.288,0.0,0,gloss,ABURRIDO_2,2.288,3.839
ABURRIDO_ORACION_4.eaf,gloss,VEN_1,0.713,1.272,transition,1.272,1.272,0.0,0,gloss,AYUDAR_1,1.272,2.38,transition,2.38,2.384,0.0040000000000000036,0,gloss,YO_1,2.384,2.859
ABURRIDO_ORACION_4.eaf,gloss,AYUDAR_1,1.272,2.38,transition,2.38,2.384,0.0040000000000000036,0,gloss,YO_1,2.384,2.859,transition,2.859,2.863,0.0040000000000000036,0,gloss,ABURRIDO_3,2.863,4.685
ACERCARSE_ORACION_1.eaf,gloss,ACERCARSE_1,2.045,2.928,transition,2.928,2.928,0.0,0,gloss,HOY_1,2.928,3.453,transition,3.453,3.459,0.006000000000000227,0,gloss,JUAN_1,3.459,4.655
ACERCARSE_ORACION_2.eaf,gloss,YO_1,1.27,1.897,transition,1.897,1.897,0.0,0,gloss,QUERER_1,1.897,2.62,transition,2.62,2.66,0.040000000000000036,1,gloss,ACERCARSE_1,2.66,3.62
ACERCARSE_ORACION_2.eaf,gloss,QUERER_1,1.897,2.62,transition,2.62,2.66,0.040000000000000036,1,gloss,ACERCARSE_1,2.66,3.62,transition,3.62,3.64,0.020000000000000018,1,gloss,JEFE_1,3.64,4.61
ADIVINA_ORACION_1.eaf,gloss,SABER_1,1.518,2.248,transition,2.248,2.254,0.005999999999999783,0,gloss,DINERO_1,2.254,2.598,transition,2.598,2.598,0.0,0,gloss,ROBAR_1,2.598,2.968
ADIVINA_ORACION_1.eaf,gloss,DINERO_1,2.254,2.598,transition,2.598,2.598,0.0,0,gloss,ROBAR_1,2.598,2.968,transition,2.968,3.418,0.4500000000000002,14,gloss,CURIOSIDAD_1,3.418,4.042
ADIVINA_ORACION_1.eaf,gloss,ROBAR_1,2.598,2.968,transition,2.968,3.418,0.4500000000000002,14,gloss,CURIOSIDAD_1,3.418,4.042,transition,4.042,4.058,0.016000000000000014,0,gloss,ADIVINA_1,4.058,5.709
AHI_ORACION_1.eaf,gloss,AHI_1,1.352,1.898,transition,1.898,1.898,0.0,0,gloss,DAME_1,1.898,2.195,transition,2.195,2.2,0.0050000000000003375,0,gloss,PAN_1,2.2,2.577
AHI_ORACION_1.eaf,gloss,DAME_1,1.898,2.195,transition,2.195,2.2,0.0050000000000003375,0,gloss,PAN_1,2.2,2.577,transition,2.577,2.577,0.0,0,gloss,AHI_1,2.577,4.047
AHORA_ORACION_1.eaf,gloss,AHORA_1,0.694,1.222,transition,1.222,1.287,0.06499999999999995,2,gloss,YO_1,1.287,1.535,transition,1.535,1.542,0.007000000000000117,0,gloss,CAMBIAR-ROPA_1,1.542,2.884
ALGUNOS_ORACION_1.eaf,gloss,PROBLEMA_1,1.349,1.992,transition,1.992,2.001,0.008999999999999897,0,gloss,NO-SABER_2,2.001,2.732,transition,2.732,2.732,0.0,0,gloss,ALGUNOS_1,2.732,4.502
ALGUNOS_ORACION_2.eaf,gloss,YO_1,1.255,1.43,transition,1.43,1.43,0.0,0,gloss,VER_1,1.43,1.694,transition,1.694,1.694,0.0,0,gloss,LIBRO_1,1.694,2.129
ALGUNOS_ORACION_2.eaf,gloss,VER_1,1.43,1.694,transition,1.694,1.694,0.0,0,gloss,LIBRO_1,1.694,2.129,transition,2.129,2.134,0.004999999999999893,0,gloss,NO-SABER_2,2.134,2.695
ALGUNOS_ORACION_2.eaf,gloss,LIBRO_1,1.694,2.129,transition,2.129,2.134,0.004999999999999893,0,gloss,NO-SABER_2,2.134,2.695,transition,2.695,2.695,0.0,0,gloss,ALGUNOS_2,2.695,3.588
ALLA_ORACION_1.eaf,gloss,YO_1,0.722,0.925,transition,0.925,0.925,0.0,0,gloss,OYE_1,0.925,1.258,transition,1.258,1.268,0.010000000000000009,0,gloss,BUSCAR_1,1.268,1.705
ALLA_ORACION_1.eaf,gloss,OYE_1,0.925,1.258,transition,1.258,1.268,0.010000000000000009,0,gloss,BUSCAR_1,1.268,1.705,transition,1.705,1.705,0.0,0,gloss,YO_1,1.705,1.944
ALLA_ORACION_1.eaf,gloss,BUSCAR_1,1.268,1.705,transition,1.705,1.705,0.0,0,gloss,YO_1,1.705,1.944,transition,1.944,1.944,0.0,0,gloss,HIJO_1,1.944,2.287
ALLA_ORACION_1.eaf,gloss,YO_1,1.705,1.944,transition,1.944,1.944,0.0,0,gloss,HIJO_1,1.944,2.287,transition,2.287,2.287,0.0,0,gloss,DONDE_1,2.287,2.584
ALLA_ORACION_1.eaf,gloss,HIJO_1,1.944,2.287,transition,2.287,2.287,0.0,0,gloss,DONDE_1,2.287,2.584,transition,2.584,2.594,0.009999999999999787,0,gloss,ALLA_1,2.594,3.878
ALLA_ORACION_1.eaf,gloss,DONDE_1,2.287,2.584,transition,2.584,2.594,0.009999999999999787,0,gloss,ALLA_1,2.594,3.878,transition,3.878,3.884,0.005999999999999783,0,gloss,AHI_1,3.884,4.991
ALTO_ORACION_1.eaf,gloss,YO_1,0.784,1.301,transition,1.301,1.33,0.029000000000000137,1,gloss,VER_1,1.33,1.656,transition,1.656,1.661,0.0050000000000001155,0,gloss,UNO_1,1.661,1.934
ALTO_ORACION_1.eaf,gloss,VER_1,1.33,1.656,transition,1.656,1.661,0.0050000000000001155,0,gloss,UNO_1,1.661,1.934,transition,1.934,1.944,0.010000000000000009,0,gloss,HOMBRE_1,1.944,2.431
ALTO_ORACION_1.eaf,gloss,UNO_1,1.661,1.934,transition,1.934,1.944,0.010000000000000009,0,gloss,HOMBRE_1,1.944,2.431,transition,2.431,2.436,0.004999999999999893,0,gloss,ALTO_1,2.436,3.971
ALTO_ORACION_1.eaf,gloss,HOMBRE_1,1.944,2.431,transition,2.431,2.436,0.004999999999999893,0,gloss,ALTO_1,2.436,3.971,transition,3.971,3.971,0.0,0,gloss,UY_1,3.971,5.077
AMANECER_ORACION_1.eaf,gloss,ELLOS_1,0.759,1.255,transition,1.255,1.255,0.0,0,gloss,SEÑAR_1,1.255,2.019,transition,2.019,2.024,0.004999999999999893,0,gloss,VER_1,2.024,2.325
AMANECER_ORACION_1.eaf,gloss,SEÑAR_1,1.255,2.019,transition,2.019,2.024,0.004999999999999893,0,gloss,VER_1,2.024,2.325,transition,2.325,2.325,0.0,0,gloss,SEÑAR_1,2.325,2.96
AMANECER_ORACION_1.eaf,gloss,VER_1,2.024,2.325,transition,2.325,2.325,0.0,0,gloss,SEÑAR_1,2.325,2.96,transition,2.96,2.96,0.0,0,gloss,AMANECER_1,2.96,4.65
AMANECER_ORACION_2.eaf,gloss,PERSONA_1,1.245,1.836,transition,1.836,1.836,0.0,0,gloss,MUCHO_1,1.836,2.33,transition,2.33,2.33,0.0,0,gloss,INTERACTUAR_1,2.33,3.517
AMANECER_ORACION_2.eaf,gloss,MUCHO_1,1.836,2.33,transition,2.33,2.33,0.0,0,gloss,INTERACTUAR_1,2.33,3.517,transition,3.517,3.527,0.010000000000000231,0,gloss,AMANECER_1,3.527,4.981
AMANECER_ORACION_3.eaf,gloss,DORMIR_1,1.004,2.056,transition,2.056,2.061,0.004999999999999893,0,gloss,TODA-LA-NOCHE_1,2.061,2.605,transition,2.605,2.609,0.0040000000000000036,0,gloss,AMANECER_2,2.609,4.224
AMBULANCIA_ORACION_1.eaf,gloss,CARRO_1,0.88,1.674,transition,1.674,1.674,0.0,0,gloss,SIRENA_1,1.674,2.69,transition,2.69,2.69,0.0,0,gloss,VIA-DOBLE-SENTIDO_1,2.69,4.039
AMIGO_ORACION_1.eaf,gloss,YO_1,1.058,1.356,transition,1.356,1.356,0.0,0,gloss,IX_1,1.356,1.726,transition,1.726,1.726,0.0,0,gloss,ANTES_1,1.726,2.169
AMIGO_ORACION_1.eaf,gloss,IX_1,1.356,1.726,transition,1.726,1.726,0.0,0,gloss,ANTES_1,1.726,2.169,transition,2.169,2.169,0.0,0,gloss,AMIGO_1,2.169,3.108
AMIGO_ORACION_1.eaf,gloss,ANTES_1,1.726,2.169,transition,2.169,2.169,0.0,0,gloss,AMIGO_1,2.169,3.108,transition,3.108,3.113,0.004999999999999893,0,gloss,AÑO_1,3.113,3.604
AMIGO_ORACION_1.eaf,gloss,AMIGO_1,2.169,3.108,transition,3.108,3.113,0.004999999999999893,0,gloss,AÑO_1,3.113,3.604,transition,3.604,3.609,0.004999999999999893,0,gloss,BIEN_1,3.609,4.412
AMIGO_ORACION_1.eaf,gloss,AÑO_1,3.113,3.604,transition,3.604,3.609,0.004999999999999893,0,gloss,BIEN_1,3.609,4.412,transition,4.412,4.417,0.004999999999999893,0,gloss,AMIGO_1,4.417,5.664
ANILLO_ORACION_1.eaf,gloss,YO_1,0.775,1.029,transition,1.029,1.029,0.0,0,gloss,IR_1,1.029,1.5,transition,1.5,1.5,0.0,0,gloss,COMPRAR_1,1.5,2.062
ANILLO_ORACION_1.eaf,gloss,IR_1,1.029,1.5,transition,1.5,1.5,0.0,0,gloss,COMPRAR_1,1.5,2.062,transition,2.062,2.062,0.0,0,gloss,ANILLO_1,2.062,3.613
ANOCHECER_ORACION_1.eaf,gloss,YO_1,0.605,0.877,transition,0.877,0.877,0.0,0,gloss,TIPEAR_1,0.877,2.427,transition,2.427,2.436,0.008999999999999897,0,gloss,ANOCHECER_1,2.436,4.103
ANTES_ORACION_1.eaf,gloss,YO_1,1.057,1.384,transition,1.384,1.389,0.0050000000000001155,0,gloss,COMER_1,1.389,1.682,transition,1.682,1.682,0.0,0,gloss,FALTA_1,1.682,1.935
ANTES_ORACION_1.eaf,gloss,COMER_1,1.389,1.682,transition,1.682,1.682,0.0,0,gloss,FALTA_1,1.682,1.935,transition,1.935,1.94,0.004999999999999893,0,gloss,COMER_1,1.94,2.292
ANTES_ORACION_1.eaf,gloss,FALTA_1,1.682,1.935,transition,1.935,1.94,0.004999999999999893,0,gloss,COMER_1,1.94,2.292,transition,2.292,2.655,0.363,11,gloss,AVISAR_1,2.655,3.072
ANTES_ORACION_1.eaf,gloss,COMER_1,1.94,2.292,transition,2.292,2.655,0.363,11,gloss,AVISAR_1,2.655,3.072,transition,3.072,3.072,0.0,0,gloss,NADA_1,3.072,3.528
ANTES_ORACION_1.eaf,gloss,AVISAR_1,2.655,3.072,transition,3.072,3.072,0.0,0,gloss,NADA_1,3.072,3.528,transition,3.528,3.533,0.004999999999999893,0,gloss,ANTES_1,3.533,4.819
ATARDECER_ORACION_1.eaf,gloss,YO_1,1.1,1.467,transition,1.467,1.477,0.010000000000000009,0,gloss,VER_1,1.477,1.949,transition,1.949,1.949,0.0,0,gloss,BONITO_1,1.949,2.292
ATARDECER_ORACION_1.eaf,gloss,VER_1,1.477,1.949,transition,1.949,1.949,0.0,0,gloss,BONITO_1,1.949,2.292,transition,2.292,2.296,0.0040000000000000036,0,gloss,MAR_1,2.296,3.064
ATARDECER_ORACION_1.eaf,gloss,BONITO_1,1.949,2.292,transition,2.292,2.296,0.0040000000000000036,0,gloss,MAR_1,2.296,3.064,transition,3.064,3.068,0.0040000000000000036,0,gloss,ATARDECER_1,3.068,4.77
ATARDECER_ORACION_2.eaf,gloss,YO_1,0.588,0.891,transition,0.891,0.901,0.010000000000000009,0,gloss,VER_1,0.901,1.431,transition,1.431,1.431,0.0,0,gloss,QUERER_1,1.431,1.906
ATARDECER_ORACION_2.eaf,gloss,VER_1,0.901,1.431,transition,1.431,1.431,0.0,0,gloss,QUERER_1,1.431,1.906,transition,1.906,1.906,0.0,0,gloss,IR_1,1.906,2.225
ATARDECER_ORACION_2.eaf,gloss,QUERER_1,1.431,1.906,transition,1.906,1.906,0.0,0,gloss,IR_1,1.906,2.225,transition,2.225,2.23,0.004999999999999893,0,gloss,VIAJE_1,2.23,2.716
ATARDECER_ORACION_2.eaf,gloss,IR_1,1.906,2.225,transition,2.225,2.23,0.004999999999999893,0,gloss,VIAJE_1,2.23,2.716,transition,2.716,2.722,0.005999999999999783,0,gloss,CARRO_1,2.722,3.143
ATARDECER_ORACION_2.eaf,gloss,VIAJE_1,2.23,2.716,transition,2.716,2.722,0.005999999999999783,0,gloss,CARRO_1,2.722,3.143,transition,3.143,3.148,0.0050000000000003375,0,gloss,VER_1,3.148,3.812
ATARDECER_ORACION_2.eaf,gloss,CARRO_1,2.722,3.143,transition,3.143,3.148,0.0050000000000003375,0,gloss,VER_1,3.148,3.812,transition,3.812,3.98,0.16800000000000015,5,gloss,ATARDECER_1,3.98,6.345
ATARDECER_ORACION_3.eaf,gloss,YO_1,0.824,1.049,transition,1.049,1.049,0.0,0,gloss,CAMINAR-PERSONA_1,1.049,2.157,transition,2.157,2.161,0.0040000000000000036,0,gloss,ATARDECER_1,2.161,3.614
ATARDECER_ORACION_3.eaf,gloss,CAMINAR-PERSONA_1,1.049,2.157,transition,2.157,2.161,0.0040000000000000036,0,gloss,ATARDECER_1,2.161,3.614,transition,3.614,3.619,0.0050000000000003375,0,gloss,CAMINAR-PERSONA_1,3.619,4.347
ATARDECER_ORACION_3.eaf,gloss,ATARDECER_1,2.161,3.614,transition,3.614,3.619,0.0050000000000003375,0,gloss,CAMINAR-PERSONA_1,3.619,4.347,transition,4.347,4.357,0.009999999999999787,0,gloss,ANOCHECER_1,4.357,5.138
ATRAPAR_ORACION_1.eaf,gloss,YO_1,0.487,0.643,transition,0.643,0.65,0.007000000000000006,0,gloss,VER_1,0.65,0.927,transition,0.927,0.927,0.0,0,gloss,ATRAPAR_2,0.927,1.71
ATRAPAR_ORACION_2.eaf,gloss,YO_1,0.581,0.924,transition,0.924,0.924,0.0,0,gloss,HOY_1,0.924,1.262,transition,1.262,1.262,0.0,0,gloss,YO_1,1.262,1.52
ATRAPAR_ORACION_2.eaf,gloss,HOY_1,0.924,1.262,transition,1.262,1.262,0.0,0,gloss,YO_1,1.262,1.52,transition,1.52,1.52,0.0,0,gloss,ATRAPAR_1,1.52,2.454
ATRAPAR_ORACION_2.eaf,gloss,YO_1,1.262,1.52,transition,1.52,1.52,0.0,0,gloss,ATRAPAR_1,1.52,2.454,transition,2.454,2.454,0.0,0,gloss,JUNTO_1,2.454,2.816
ATRAPAR_ORACION_2.eaf,gloss,ATRAPAR_1,1.52,2.454,transition,2.454,2.454,0.0,0,gloss,JUNTO_1,2.454,2.816,transition,2.816,2.816,0.0,0,gloss,MUJER_1,2.816,3.383
ATRAPAR_ORACION_2.eaf,gloss,JUNTO_1,2.454,2.816,transition,2.816,2.816,0.0,0,gloss,MUJER_1,2.816,3.383,transition,3.383,3.383,0.0,0,gloss,QUIEN_1,3.383,3.788
ATRAPAR_ORACION_2.eaf,gloss,MUJER_1,2.816,3.383,transition,3.383,3.383,0.0,0,gloss,QUIEN_1,3.383,3.788,transition,3.788,3.798,0.010000000000000231,0,gloss,NO-SABER_1,3.798,4.87
AVION_ORACION_1.eaf,gloss,AVION_1,0.527,1.677,transition,1.677,1.689,0.01200000000000001,0,gloss,AVION_1,1.689,2.252,transition,2.252,2.256,0.0040000000000000036,0,gloss,CRUZAR-AVION_1,2.256,3.189
AVIONETA_ORACION_1.eaf,gloss,AVION_1,0.761,1.616,transition,1.616,1.616,0.0,0,gloss,PEQUEÑO_1,1.616,2.54,transition,2.54,2.54,0.0,0,gloss,CRUZAR-AVION_1,2.54,3.623
BAJAR-ESCALERA_ORACION_1.eaf,gloss,YO_1,0.714,0.923,transition,0.923,0.927,0.0040000000000000036,0,gloss,BAJAR-ESCALERA_1,0.927,1.779,transition,1.779,1.779,0.0,0,gloss,CAER-ESCALERA_1,1.779,3.137
BARCO_ORACION_1.eaf,gloss,BOTE_1,1.189,1.905,transition,1.905,1.91,0.004999999999999893,0,gloss,GRANDE_1,1.91,3.051,transition,3.051,3.051,0.0,0,gloss,CRUZAR-BOTE_1,3.051,4.647
BASTANTE_ORACION_1.eaf,gloss,YO_1,1.015,1.26,transition,1.26,1.26,0.0,0,gloss,VER_1,1.26,1.621,transition,1.621,1.631,0.010000000000000009,0,gloss,PERSONAS-JUNTAS_1,1.631,1.91
BASTANTE_ORACION_1.eaf,gloss,VER_1,1.26,1.621,transition,1.621,1.631,0.010000000000000009,0,gloss,PERSONAS-JUNTAS_1,1.631,1.91,transition,1.91,1.91,0.0,0,gloss,IX_1,1.91,2.102
BASTANTE_ORACION_1.eaf,gloss,PERSONAS-JUNTAS_1,1.631,1.91,transition,1.91,1.91,0.0,0,gloss,IX_1,1.91,2.102,transition,2.102,2.102,0.0,0,gloss,BASTANTE_1,2.102,3.45
BASTANTE_ORACION_1.eaf,gloss,IX_1,1.91,2.102,transition,2.102,2.102,0.0,0,gloss,BASTANTE_1,2.102,3.45,transition,3.45,3.454,0.0040000000000000036,0,gloss,UY_1,3.454,4.046
BIEN_ORACION_2.eaf,gloss,YO_1,0.622,0.886,transition,0.886,0.89,0.0040000000000000036,0,gloss,CAMINAR-PERSONA_1,0.89,1.777,transition,1.777,1.781,0.0040000000000000036,0,gloss,BIEN_1,1.781,2.918
BOLA-DE-CRISTAL_ORACION_1.eaf,gloss,DECIR_1,0.49,0.98,transition,0.98,0.98,0.0,0,gloss,BOLA-DE-CRISTAL_1,0.98,1.63,transition,1.63,1.63,0.0,0,gloss,MI_1,1.63,2.02
BOLA-DE-CRISTAL_ORACION_1.eaf,gloss,BOLA-DE-CRISTAL_1,0.98,1.63,transition,1.63,1.63,0.0,0,gloss,MI_1,1.63,2.02,transition,2.02,2.02,0.0,0,gloss,FUTURO_1,2.02,2.48
BOLA-DE-CRISTAL_ORACION_1.eaf,gloss,MI_1,1.63,2.02,transition,2.02,2.02,0.0,0,gloss,FUTURO_1,2.02,2.48,transition,2.48,2.48,0.0,0,gloss,DESEAR_1,2.48,3.12
BOLA-DE-CRISTAL_ORACION_1.eaf,gloss,FUTURO_1,2.02,2.48,transition,2.48,2.48,0.0,0,gloss,DESEAR_1,2.48,3.12,transition,3.12,3.12,0.0,0,gloss,DECIR_1,3.12,3.64
BOTE_ORACION_1.eaf,gloss,BOTE_1,0.931,1.466,transition,1.466,1.466,0.0,0,gloss,PEQUEÑO_1,1.466,2.058,transition,2.058,2.058,0.0,0,gloss,CRUZAR-BOTE_1,2.058,3.225
BOTE_ORACION_2.eaf,gloss,YO_1,0.809,0.96,transition,0.96,0.967,0.007000000000000006,0,gloss,VER_1,0.967,1.314,transition,1.314,1.325,0.010999999999999899,0,gloss,GRANDE_1,1.325,2.067
BOTE_ORACION_2.eaf,gloss,VER_1,0.967,1.314,transition,1.314,1.325,0.010999999999999899,0,gloss,GRANDE_1,1.325,2.067,transition,2.067,2.074,0.006999999999999673,0,gloss,BOTE_1,2.074,3.249
CAER_ORACION_1.eaf,gloss,YO_1,0.487,0.679,transition,0.679,0.679,0.0,0,gloss,CAMINAR-PERSONA_1,0.679,1.096,transition,1.096,1.096,0.0,0,gloss,VER_1,1.096,1.592
CAER_ORACION_1.eaf,gloss,CAMINAR-PERSONA_1,0.679,1.096,transition,1.096,1.096,0.0,0,gloss,VER_1,1.096,1.592,transition,1.592,1.596,0.0040000000000000036,0,gloss,TROPEZAR_1,1.596,1.946
CAER_ORACION_1.eaf,gloss,VER_1,1.096,1.592,transition,1.592,1.596,0.0040000000000000036,0,gloss,TROPEZAR_1,1.596,1.946,transition,1.946,1.946,0.0,0,gloss,CAER_1,1.946,2.608
CAER_ORACION_1.eaf,gloss,TROPEZAR_1,1.596,1.946,transition,1.946,1.946,0.0,0,gloss,CAER_1,1.946,2.608,transition,2.608,2.608,0.0,0,gloss,NO-CAPTAR_1,2.608,3.017
